tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt3220046,tvSeries,Just Kidding,Shookhi Kardam,0,2013,,90,Comedy,7.0,4710
tt3220124,tvSeries,America Declassified,America Declassified,0,2013,,60,Documentary,7.6,112
tt3220134,tvSeries,Helena's Shadow,Em Família,0,2014,2014,,"Comedy, Drama, Romance",5.2,401
tt32203228,tvMiniSeries,Fallen Idols: Nick and Aaron Carter,Fallen Idols: Nick and Aaron Carter,0,2024,2024,,Documentary,6.1,754
tt32203591,tvSeries,Billy Corgan's Adventures in Carnyland,Billy Corgan's Adventures in Carnyland,0,2024,,,Documentary,7.7,77
tt32204045,tvMiniSeries,Got Pregnant with Ex-Boss's Baby,Got Pregnant with Ex-Boss's Baby,0,2024,2024,,Drama,7.1,159
tt32204260,tvSeries,The Man in the Suit,The Man in the Suit,0,2023,,,Horror,7.5,41
tt32204937,tvMiniSeries,Miriam: Death of a Reality Star,Miriam: Death of a Reality Star,0,2024,2024,47,"Biography, Documentary",7.0,147
tt3220514,tvSeries,Sluipschutters,Sluipschutters,0,2013,,25,Comedy,8.0,330
tt3220554,tvMiniSeries,Captain Jokes Parrot's Adventures,Captain Jokes Parrot's Adventures,0,2013,2013,,"Comedy, Family",8.5,24
tt3220894,tvSeries,MosGaz,MosGaz,0,2012,2012,52,Crime,7.0,261
tt3220976,tvSeries,Lucky Dog,Lucky Dog,0,2013,,30,"Adventure, Documentary, Family",8.5,350
tt3221268,tvSeries,Chozen,Chozen,0,2014,2014,24,"Animation, Comedy",6.4,1991
tt32213730,tvSeries,Star Kitchen,Star Kitchen,0,2024,,,Reality-TV,8.1,92
tt32214529,tvSeries,Sins of the South,Sins of the South,0,2024,,,"Crime, Documentary",4.5,269
tt32215345,tvSeries,The Heart Killers,The Heart Killers,0,2024,,,"Action, Comedy, Romance",8.6,330
tt32215550,tvSeries,This Love Doesn't Have Long Beans,This Love Doesn't Have Long Beans,0,2024,2024,,"Drama, Romance",7.7,314
tt32215946,tvMiniSeries,Affair,Affair,0,2024,2024,,Romance,8.4,707
tt32223649,tvSeries,Murder Case: The Digital Detectives,Murder Case: The Digital Detectives,0,2024,,,Documentary,7.8,37
tt32226950,tvSeries,Thame - Po Heart That Skips a Beat,Thame - Po Heart That Skips a Beat,0,2024,,,"Drama, Romance",9.1,119
tt3223004,tvSeries,Lo que la vida me robó,Lo que la vida me robó,0,2013,2014,42,"Drama, Romance",8.0,1269
tt32230305,tvMiniSeries,Mr GVSMRB: Shorts,Mr GVSMRB: Shorts,0,2022,,1,"Adventure, Comedy",9.0,13
tt32230356,tvMiniSeries,How Disney Built America,How Disney Built America,0,2024,,60,Documentary,7.7,243
tt32230839,tvSeries,Smartypants,Smartypants,0,2024,,,"Comedy, Talk-Show",8.2,156
tt32230926,tvSeries,Namacool,Namacool,0,2024,,219,Drama,4.9,139
tt32231220,tvSeries,Jay Jagannath,Jay Jagannath,0,2024,,,"Action, Adventure, Animation",7.2,129
tt3223190,tvSeries,Bloody Tales,Bloody Tales,0,2013,,,"Documentary, Reality-TV",6.9,89
tt32237667,tvSeries,Perfect10 Liners,Perfect10 Liners,0,2024,,,"Comedy, Drama, Romance",8.3,91
tt32238586,tvSeries,Istrebiteli. Bitva za Krym,Istrebiteli. Bitva za Krym,0,2024,2024,52,"Drama, War",6.1,30
tt32241474,tvSeries,Top Cooku Dupe Cooku,Top Cooku Dupe Cooku,0,2024,,,Reality-TV,8.3,79
tt32242819,tvMiniSeries,Boys Be Brave,Boys Be Brave,0,2024,,,Comedy,7.3,379
tt32244737,tvMiniSeries,Wir Weltmeister. Abenteuer Fußball-WM 2014,Wir Weltmeister. Abenteuer Fußball-WM 2014,0,2024,2024,,"Documentary, Sport",7.8,74
tt32244849,tvSeries,¿Quién lo mató?,¿Quién lo mató?,0,2024,2024,45,"Crime, Drama",7.0,653
tt32245002,tvSeries,"Go Ahead, Brother","Idz przodem, bracie",0,2024,,60,"Crime, Drama, Thriller",7.1,1465
tt32245062,tvMiniSeries,Najma Park,Najma Park,0,2024,,,Animation,9.3,62
tt32245065,tvSeries,The Mothers of Penguins,Matki pingwinów,0,2024,,50,"Drama, Sport",7.4,602
tt32245188,tvSeries,Wheeler Dealers World Tour,Wheeler Dealers World Tour,0,2024,,47,Documentary,6.6,45
tt32250453,tvSeries,Who Killed WCW?,Who Killed WCW?,0,2024,,,Documentary,7.7,478
tt32252360,tvSeries,Olympic Highlights with Kevin Hart and Kenan Thompson,Olympic Highlights with Kevin Hart and Kenan Thompson,0,2024,,,"Comedy, News, Sport",6.7,104
tt3225270,tvSeries,Noragami,Noragami,0,2014,2015,24,"Action, Adventure, Animation",7.8,20331
tt32252772,tvSeries,Dexter: Original Sin,Dexter: Original Sin,0,2024,,60,"Crime, Drama, Mystery",8.3,11762
tt32254668,tvSeries,Wise Guy: David Chase and the Sopranos,Wise Guy: David Chase and the Sopranos,0,2024,2024,160,"Biography, Documentary",8.2,3242
tt32258354,tvSeries,Murder in Mahim,Murder in Mahim,0,2024,,,Mystery,7.5,39110
tt32258413,tvSeries,P.R.O.B.E.,P.R.O.B.E.,0,1994,,60,"Action, Crime, Drama",7.0,7
tt3225924,tvMiniSeries,A Very British Murder with Lucy Worsley,A Very British Murder with Lucy Worsley,0,2013,2013,60,"Crime, Documentary, History",8.1,284
tt32261448,tvSeries,The UnXplained: Mysteries of the Universe,The UnXplained: Mysteries of the Universe,0,2024,,42,Documentary,7.9,72
tt32263045,tvMiniSeries,Felices los 6,Felices los 6,0,2024,,30,Comedy,6.3,358
tt3226310,tvSeries,Lauren Lake's Paternity Court,Paternity Court,0,2013,2020,21,Reality-TV,5.5,290
tt32263319,tvSeries,Baahubali: Crown of Blood,Baahubali: Crown of Blood,0,2024,,,"Action, Animation",7.3,2243
tt32267462,tvMiniSeries,One South: Portrait of a Psych Unit,One South: Portrait of a Psych Unit,0,2024,2024,,Documentary,7.2,262
tt32267612,tvMiniSeries,The Life and Murder of Nicole Brown Simpson,The Life and Murder of Nicole Brown Simpson,0,2024,2024,,"Biography, Crime, Documentary",7.4,188
tt32267767,tvMiniSeries,Willy - Verrat Am Kanzler,Willy - Verrat Am Kanzler,0,2024,2024,120,"Biography, Documentary, History",8.4,28
tt32268798,tvSeries,Hollywood Squares,Hollywood Squares,0,2025,,,"Comedy, Game-Show",4.6,48
tt32269091,tvSeries,Grim & Evil,Grim & Evil,0,2001,2004,,"Adventure, Animation, Comedy",8.0,31
tt32274191,tvSeries,Begins Youth,Begins Youth,0,2024,,,Drama,8.6,400
tt32275455,tvSeries,Uninterrupted: The Real Stories of Basketball,Uninterrupted: The Real Stories of Basketball,0,2024,,,"Documentary, Sport",7.5,35
tt32276608,tvMiniSeries,Autemials' Videopacks,Autemials' Videopacks,0,2022,,2,Music,8.9,8
tt32282585,tvSeries,I Kissed a Girl,I Kissed a Girl,0,2024,,45,"Reality-TV, Romance",8.0,293
tt32283804,tvSeries,People Magazine Investigates: Surviving a Serial Killer,People Magazine Investigates: Surviving a Serial Killer,0,2024,,,"Crime, Documentary",7.6,122
tt3228420,tvSeries,You're the Worst,You're the Worst,0,2014,2019,30,"Comedy, Drama, Romance",8.1,28930
tt32284809,tvSeries,Hitler's Power,Hitler's Power,0,2023,,50,"Documentary, History, War",7.3,53
tt32288489,tvSeries,CaseOh - SuperMarket Simulator,CaseOh - SuperMarket Simulator,0,2024,,,Comedy,8.6,28
tt3228904,tvSeries,Empire,Empire,0,2015,2020,42,"Drama, Music",7.4,41681
tt32291998,tvSeries,Plus-Sized Elf,Elf-san wa Yaserarenai.,0,2024,2024,11,"Animation, Comedy, Fantasy",5.3,172
tt3229454,tvSeries,Impress Me,Impress Me,0,2015,2015,,Comedy,7.9,183
tt3230454,tvSeries,The Last Man on Earth,The Last Man on Earth,0,2015,2018,22,"Action, Comedy, Drama",7.4,65488
tt32306399,tvSeries,From Tomorrow,Desde el mañana,0,2024,2024,,Sci-Fi,6.0,267
tt32306451,tvMiniSeries,LEGO Star Wars: Rebuild the Galaxy,Lego Star Wars: Rebuild the Galaxy,0,2024,2024,,"Action, Adventure, Animation",7.2,1558
tt32307218,tvMiniSeries,Dancing for the Devil: The 7M TikTok Cult,Dancing for the Devil: The 7M TikTok Cult,0,2024,2024,60,"Crime, Documentary",6.1,4811
tt32307386,tvSeries,Senpai is an Otokonoko,Senpai wa Otokonoko,0,2024,2024,23,"Animation, Drama, Romance",6.2,215
tt32307741,tvMiniSeries,"Ashley Madison: Sex, Lies & Scandal","Ashley Madison: Sex, Lies & Scandal",0,2024,2024,52,Documentary,6.2,4650
tt3230780,tvSeries,The Returned,The Returned,0,2015,2015,42,"Drama, Fantasy, Horror",7.0,12257
tt32308074,tvSeries,Ariel: Mermaid Tales,Ariel: Mermaid Tales,0,2024,,,"Adventure, Animation, Family",2.6,146
tt32308214,tvSeries,Zillow Gone Wild,Zillow Gone Wild,0,2024,,,Reality-TV,6.6,147
tt32308277,tvSeries,United Gangs of America,United Gangs of America,0,2024,,,,7.5,52
tt32308371,tvSeries,Expedition from Hell: The Lost Tapes,Expedition from Hell: The Lost Tapes,0,2024,,,Documentary,7.6,309
tt3230854,tvSeries,The Expanse,The Expanse,0,2015,2022,60,"Drama, Mystery, Sci-Fi",8.5,179749
tt3230916,tvSeries,Restaurant Redemption,Restaurant Redemption,0,2013,,30,Reality-TV,6.2,35
tt3230946,tvSeries,Restaurant Divided,Restaurant Divided,0,2013,,,Reality-TV,8.3,16
tt32310214,tvSeries,My Marvellous Dream Is You,My Marvellous Dream Is You,0,2024,,,"Fantasy, Romance",7.3,517
tt3231022,tvSeries,Survivor's Remorse,Survivor's Remorse,0,2014,2017,30,"Comedy, Drama, Sport",7.2,2616
tt32310438,tvMiniSeries,Taylor Swift vs Scooter Braun: Bad Blood,Taylor Swift vs. Scooter Braun,0,2024,2024,,Documentary,5.8,582
tt32311256,tvSeries,The Fortune Hotel,The Fortune Hotel,0,2024,,,"Game-Show, Reality-TV",7.3,214
tt3231286,tvSeries,Skin Wars,Skin Wars,0,2014,,60,Reality-TV,7.1,1493
tt32314130,tvMiniSeries,Isacs Parkour Skola,Isacs Parkour Skola,0,2018,2018,,Reality-TV,7.1,8
tt32315011,tvSeries,The Real CSI: Miami,The Real CSI: Miami,0,2024,,,"Crime, Documentary",6.3,119
tt32315359,tvSeries,Cumartesi-Pazar Surpriz,Cumartesi & Pazar Sürprizi,0,2016,,,Talk-Show,9.5,7370
tt3231564,tvSeries,Manhattan,Manhattan,0,2014,2015,,"Drama, History, War",7.7,10010
tt32315753,tvSeries,Secrets & Spies: A Nuclear Game,Secrets & Spies: A Nuclear Game,0,2024,,,Documentary,7.3,168
tt32315886,tvSeries,Smoggie Queens,Smoggie Queens,0,2024,,,Comedy,7.7,558
tt32316438,tvSeries,The Truth,The Truth,0,2024,,50,"Crime, Drama, Mystery",7.2,133
tt32316456,tvSeries,2024 ICC Men's T20 World Cup,2024 ICC Men's T20 World Cup,0,2024,2024,,Sport,8.5,23
tt3232102,tvMiniSeries,The Great British Year,The Great British Year,0,2013,2013,59,Documentary,8.3,66
tt32321265,tvMiniSeries,Grundtvig,Grundtvig,0,2024,2024,,"Biography, Documentary, Drama",7.1,49
tt32321928,tvSeries,Betty la Fea: The Story Continues,Betty la fea: La Historia Continúa,0,2024,,,Comedy,6.5,672
tt32322162,tvSeries,Baddies Caribbean,Baddies Caribbean,0,2024,,,Reality-TV,5.2,191
tt3232262,tvSeries,Sonic Boom,Sonic Boom,0,2014,2017,11,"Action, Adventure, Animation",6.9,7495
tt32322808,tvSeries,Faking Bad - Besser als die Wahrheit,Faking Bad - Besser als die Wahrheit,0,2024,,45,Comedy,5.5,21
tt32323260,tvSeries,Dropout Presents,Dropout Presents,0,2024,,,,8.7,28
tt32324501,tvSeries,Tujhpe Main Fida,Tujhpe Main Fida,0,2024,,,Romance,7.6,1429
tt3232518,tvSeries,JV: The Extraordinary Adventures of Jules Verne,JV: The Extraordinary Adventures of Jules Verne,0,2007,,30,"Adventure, Animation, Comedy",7.8,66
tt32328599,tvSeries,Bluey Minisodes,Bluey Minisodes,0,2024,,,"Animation, Family",8.5,368
tt32331294,tvMiniSeries,Hitler and the Nazis: Evil on Trial,Hitler and the Nazis: Evil on Trial,0,2024,2024,60,"Documentary, History",7.7,3146
tt32332138,tvSeries,Formula 1: Grill the Grid,Formula 1: Grill the Grid,0,2016,,10,"Biography, Game-Show, Reality-TV",8.5,21
tt32332642,tvSeries,My Wife Has No Emotion,Boku no Tsuma wa Kanjo ga nai,0,2024,2024,24,"Animation, Comedy, Romance",6.4,232
tt32332792,tvSeries,VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,VTuber nanda ga Haishin Kiriwasuretara Densetsu ni Nattta,0,2024,,24,"Animation, Comedy",5.8,174
tt32332813,tvSeries,Twilight Out of Focus,Tasogare Out Focus,0,2024,,23,"Animation, Romance",6.7,269
tt32332831,tvSeries,Makeine: Too Many Losing Heroines!,Make Hiroin ga Ôsugiru!,0,2024,2024,,"Animation, Comedy, Drama",7.6,1631
tt32332884,tvSeries,Red Cat Ramen,Ramen Akaneko,0,2024,,23,"Animation, Comedy, Fantasy",7.3,95
tt32332918,tvSeries,Quality Assurance in Another World,Kono Sekai wa Fukanzen Sugiru,0,2024,,,"Adventure, Animation, Comedy",6.1,261
tt3233292,tvSeries,Die Kulturakte,Die Kulturakte,0,2011,2013,,"Biography, Documentary, History",6.8,8
tt32332939,tvSeries,Narenare -Cheer for You!-,Nanare Hananare,0,2024,2024,,"Animation, Drama, Sport",5.8,70
tt32332970,tvSeries,My Deer Friend Nokotan,Shikanoko nokonoko koshitantan,0,2024,2024,23,"Animation, Comedy, Fantasy",6.8,1281
tt32332992,tvSeries,A Nobody's Way Up to an Exploration Hero,Mob kara Hajimaru Tansaku Eiyutan,0,2024,,24,"Action, Adventure, Animation",5.5,284
tt32333001,tvSeries,Kamen Rider Gavv,Kamen Rider Gavv,0,2024,2025,23,"Action, Adventure, Comedy",7.9,154
tt32333015,tvSeries,MAYONAKA PUNCH,Mayonaka Punch,0,2024,2024,24,"Animation, Comedy",6.8,165
tt32333026,tvSeries,The Strongest Magician in the Demon Lord's Army was a Human,Mao-gun Saikyou no Majutsushi wa Ningen Datta,0,2024,2024,24,"Action, Adventure, Animation",6.1,612
tt32333055,tvSeries,Love Is Indivisible by Twins,Koi wa Futago de Warikirenai,0,2024,,,"Animation, Comedy, Romance",6.2,198
tt32333081,tvSeries,Deadly Influence: The Social Media Murders,Deadly Influence: The Social Media Murders,0,2024,,,"Crime, Documentary",6.6,473
tt3233452,tvSeries,The Great Christmas Light Fight,The Great Christmas Light Fight,0,2013,,120,Reality-TV,6.8,350
tt32334592,tvSeries,Jaan Nisar,Jaan Nisar,0,2024,,,Drama,6.6,254
tt3233980,tvSeries,Naked Vegas,Naked Vegas,0,2013,2014,,"Comedy, Reality-TV, Sci-Fi",7.0,106
tt3234226,tvSeries,Somos los Carmona,Somos los Carmona,0,2013,2014,60,"Comedy, Drama, Romance",6.4,49
tt32344752,tvSeries,Kaalpurush,Kaalpurush,0,2024,,,"Crime, Sci-Fi, Thriller",7.2,314
tt32345015,tvSeries,Yalan,Yalan,0,2024,,,Crime,4.6,185
tt32359507,tvSeries,The Chicken Sisters,The Chicken Sisters,0,2024,,,Drama,5.9,186
tt32359602,tvSeries,Going Dutch,Going Dutch,0,2025,,25,Comedy,5.2,572
tt32367732,tvSeries,It's in the Game: Madden NFL,It's in the Game: Madden NFL,0,2024,,,"Documentary, Sport",7.1,228
tt32367796,tvSeries,Game 7,Game 7,0,2024,,,"Documentary, Sport",8.0,152
tt32367963,tvSeries,Pop Culture Jeopardy!,Pop Culture Jeopardy!,0,2024,,,Game-Show,7.4,282
tt32368076,tvSeries,Pillowcase Murders,Pillowcase Murders,0,2024,2024,,Documentary,7.2,232
tt32368267,tvMiniSeries,Sonic x Shadow Generations: Dark Beginnings,Sonic x Shadow Generations: Dark Beginnings,0,2024,2024,14,"Action, Animation, Sci-Fi",8.8,257
tt32368548,tvSeries,Sterregem,Sterregem,0,2024,2024,,Comedy,4.2,54
tt32369358,tvSeries,How to Ruin Love,How to Ruin Love,0,2024,,50,Comedy,6.7,119
tt3236954,tvSeries,Hank Zipzer,Hank Zipzer,0,2014,2016,,"Comedy, Family",6.8,387
tt32374361,tvSeries,Harry Potter: Wizards of Baking,Harry Potter: Wizards of Baking,0,2024,,,Reality-TV,7.4,843
tt32375380,tvSeries,Holy Marvels with Dennis Quaid,Holy Marvels with Dennis Quaid,0,2024,,,Documentary,5.4,117
tt32376945,tvMiniSeries,Simone Biles Rising,Simone Biles Rising,0,2024,2024,45,"Biography, Documentary, Sport",7.3,2318
tt32378211,tvSeries,Mistletoe Murders,Mistletoe Murders,0,2024,,42,"Drama, Mystery",7.7,881
tt32379128,tvSeries,Pirates: Behind the Legends,Pirates: Behind the Legends,0,2024,2024,60,"Biography, Documentary, History",7.2,194
tt32379268,tvSeries,Jamnapaar,Jamnapaar,0,2024,,30,Drama,8.0,3539
tt32380398,tvSeries,My Sweet Mobster,Nolajuneun Yeoja,0,2024,,65,"Comedy, Drama, Romance",7.7,1417
tt32381491,tvMiniSeries,The Beauty Queen Killer: 9 Days of Terror,The Beauty Queen Killer: 9 Days of Terror,0,2024,2024,,Documentary,6.9,1536
tt32383848,tvSeries,Philly Homicide,Philly Homicide,0,2024,,,"Crime, Documentary",7.4,24
tt32384391,tvSeries,The Thundermans: Undercover,The Thundermans: Undercover,0,2025,,,"Action, Comedy, Crime",8.2,54
tt3238980,tvMiniSeries,Para que Servem os Homens,Para que Servem os Homens,0,2013,,,Comedy,7.9,30
tt32393388,tvMiniSeries,Sem Break,Sem Break,0,2024,,,Horror,8.7,23
tt32394850,tvSeries,After Them,After Them,0,2024,,,Drama,9.4,55
tt32395862,tvSeries,I Parry Everything,Ore wa Subete wo [Parî] Suru ~Gyaku Kanchigai no Sekai Saikyô wa Bôkensha ni Naritai~,0,2024,2024,,"Action, Adventure, Animation",7.0,1020
tt3239906,tvSeries,CIA Declassified,CIA Declassified,0,2013,,60,Documentary,7.6,34
tt3239918,tvMiniSeries,The Ottomans: Europe's Muslim Emperors,The Ottomans: Europe's Muslim Emperors,0,2013,2013,60,"Documentary, History",6.9,308
tt3240398,tvSeries,The Family,The Family,0,2013,,25,Comedy,6.9,18
tt3240572,tvSeries,Was It Something I Said?,Was It Something I Said?,0,2013,2013,,"Comedy, Game-Show",7.5,663
tt32410877,tvMiniSeries,Dark Minds,Dark Minds,0,2024,,,"Crime, Documentary",8.4,37
tt3241658,tvSeries,Las Trampas del Deseo,Las Trampas del Deseo,0,2013,2014,,Drama,7.9,40
tt3241826,tvSeries,Mask Masters,Mask Masters,0,2013,2014,22,"Action, Adventure, Animation",8.5,34
tt32420174,tvSeries,Dead Dead Demons Dededede Destruction,Dead Dead Demons Dededede Destruction,0,2024,,,"Animation, Comedy, Drama",7.7,425
tt32421081,tvMiniSeries,Los Galindos. Toda la verdad,Los Galindos. Toda la verdad,0,2024,2024,,Documentary,7.3,62
tt32421227,tvSeries,World Eats Bread,World Eats Bread,0,2024,,,Documentary,7.5,91
tt32421379,tvSeries,Thirst with Shay Mitchell,Thirst with Shay Mitchell,0,2024,,,Documentary,6.1,189
tt32421464,tvMiniSeries,My Professor is My Alpha Mate,My Professor is My Alpha Mate,0,2024,2024,,"Action, Fantasy, Romance",8.1,48
tt32421513,tvMiniSeries,Cult Massacre: One Day in Jonestown,Cult Massacre: One Day in Jonestown,0,2024,2024,,"Crime, Documentary, History",7.5,2562
tt32421779,tvSeries,Zamanin Kapilari,Zamanin Kapilari,0,2024,,,Drama,5.6,233
tt32424747,tvSeries,MILF of Norway,MILF of Norway,0,2024,,,Comedy,6.2,554
tt3242480,tvSeries,Bnei Aruba,Bnei Aruba,0,2013,2016,44,"Drama, Thriller",7.5,1890
tt3242776,tvSeries,Tuscan Passion,Le tre rose di Eva,0,2012,,80,"Drama, Mystery, Romance",6.8,261
tt3243098,tvSeries,Heirs,Sangsogjadeul,0,2013,2013,55,"Comedy, Drama, Romance",7.5,14584
tt3243872,tvSeries,Some Jerk with a Camera,Some Jerk with a Camera,0,2011,,,"Comedy, Drama, Fantasy",7.6,72
tt3245250,tvSeries,Safety First,Safety First,0,2013,2014,,Comedy,7.0,854
tt3245690,tvSeries,Great Estates Scotland,Great Estates Scotland,0,2013,,,Documentary,7.6,54
tt32458829,tvSeries,Bad Cop,Bad Cop,0,2024,,,Thriller,6.3,840
tt32459433,tvMiniSeries,Garfield Specials,Garfield Specials,0,1982,1991,,Animation,7.7,13
tt32460380,tvSeries,Blue Exorcist -Beyond the Snow Saga-,Ao no ekusoshisuto: Yuki no Hate-hen,0,2024,,,"Action, Animation, Fantasy",7.0,141
tt32460481,tvSeries,Owning Manhattan,Owning Manhattan,0,2024,,45,Reality-TV,7.3,1357
tt32461499,tvSeries,The Inspector and the Lake,Der Kommissar und der See,0,2022,,90,Crime,6.5,12
tt3246306,tvMiniSeries,Freezing Vibration,Freezing Vibration,0,2013,2014,23,"Action, Animation, Drama",6.9,828
tt3246416,tvSeries,Her Legend,Geunyeoui shinhwa,0,2013,,,"Drama, Romance",6.8,107
tt32465555,tvSeries,Parkour Civilization,Parkour Civilization,0,2023,,,"Action, Adventure",8.6,764
tt3246616,tvSeries,Pradhanmantri,Pradhanmantri,0,2013,,60,"History, News",9.2,737
tt32466594,tvSeries,Xeque Mate (a série),Xeque Mate (a série),0,2024,,28,"Crime, Mystery, Romance",9.1,81
tt32468359,tvSeries,#BLUETICK (verified),#BLUETICK (verified),0,2024,,25,Drama,3.4,430
tt32468463,tvSeries,Yakshini,Yakshini,0,2024,,,Fantasy,4.7,270
tt3246872,tvSeries,The World That They Live In,Keudeuli Saneun Sesang,0,2008,2008,65,"Drama, Romance",7.5,295
tt32469108,tvSeries,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,Hazurewaku no [Jôtai Ijô Sukiru] de Saikyô ni Natta Ore ga Subete o Jûrin Suru Made,0,2024,2024,,"Action, Adventure, Animation",6.6,1093
tt3246956,tvSeries,50s Britannia,50s Britannia,0,2013,,60,"Documentary, Music",6.4,8
tt3247004,tvSeries,Kongbu-ui Shin,Kongbu-ui Shin,0,2010,,65,"Comedy, Romance",7.1,219
tt3247224,tvSeries,Can We Get Married?,Can We Get Married?,0,2012,2013,56,"Comedy, Romance",6.5,147
tt32481851,tvSeries,Golam Mamun,Golam Mamun,0,2024,,,Thriller,7.2,437
tt32482555,tvMiniSeries,The Black Swan,Den sorte svane,0,2024,2024,,Documentary,8.5,967
tt32482808,tvMiniSeries,The Auditors,The Auditors,0,2024,,,Crime,7.8,408
tt32484114,tvSeries,The Double,Mo yu yun jian,0,2024,2024,45,"Comedy, Drama, Romance",8.2,1074
tt32485245,tvSeries,I Want to Escape from Princess Lessons,Kisaki Kyôiku kara Nigetai Watashi,0,2025,,,"Animation, Comedy, Drama",6.3,27
tt32490113,tvSeries,Dawaay El Safar,Dawaay El Safar,0,2024,2024,,Drama,7.7,238
tt32490790,tvSeries,Camp Snoopy,Camp Snoopy,0,2024,,21,"Animation, Comedy",7.6,112
tt32491236,tvMiniSeries,Fated to the Alpha,Fated to the Alpha,0,2024,,,"Fantasy, Horror, Romance",7.5,248
tt3249220,tvMiniSeries,How to Build a Planet,How to Build a Planet,0,2013,2013,,Documentary,7.3,134
tt32495809,tvSeries,Cris Miró (Ella),Cris Miró (Ella),0,2024,,30,"Biography, Drama",6.7,214
tt32498094,tvMiniSeries,Hitler's Handmaidens,Hitler's Handmaidens,0,2024,,44,"Documentary, History, War",5.5,62
tt32499943,tvMiniSeries,High School Return of a Gangster,Jokokin Naega Godeunghaksaengyi Dweeotseummida,0,2024,2024,,Fantasy,7.8,1399
tt3250010,tvMiniSeries,Big History,Big History,0,2013,,22,Documentary,7.2,290
tt3250026,tvSeries,Zoo,Zoo,0,2015,2017,42,"Drama, Mystery, Sci-Fi",6.7,26503
tt32501022,tvMiniSeries,B & B: Bujji and Bhairava,B & B: Bujji and Bhairava,0,2024,2024,30,"Action, Adventure, Animation",7.7,2101
tt32501221,tvSeries,Selling the City,Selling the City,0,2025,,45,Reality-TV,5.4,365
tt32501772,tvSeries,"The Most Notorious ""Talker"" Runs the World's Greatest Clan",Saikyô no Shienshoku [Wajutsushi] Dearu ore wa Sekai Saikyô Kuran o Shitagaeru,0,2024,,,"Action, Adventure, Animation",7.3,587
tt3250562,tvSeries,Ultimate Survival Alaska,Ultimate Survival Alaska,0,2013,2015,,Reality-TV,7.9,528
tt32506505,tvMiniSeries,The 2024 NBA Finals,The 2024 NBA Finals,0,2024,2024,,Sport,6.8,11
tt32507950,tvSeries,American Historia: The Untold History of Latinos,American Historia: The Untold History of Latinos,0,2024,,60,Documentary,8.5,61
tt32508529,tvSeries,Let This Grieving Soul Retire!,Nageki no Bôrei wa Intai Shitai,0,2024,,,"Action, Adventure, Animation",6.5,409
tt32510002,tvSeries,Inside,Inside,0,2024,,60,"Game-Show, Reality-TV",8.4,62
tt32510166,tvSeries,"The Healer Who Was Banished from His Party, Is, in Fact, the Strongest","Pâtî kara Tsuihô Sareta Sono Chiyushi, Jitsu wa Saikyô ni tsuki",0,2024,,,"Action, Adventure, Animation",5.4,272
tt32510438,tvMiniSeries,Maine Cabin Masters: Building Italy,Maine Cabin Masters: Building Italy,0,2024,2024,40,Reality-TV,9.0,29
tt32512773,tvSeries,Loner Life in Another World,Hitoribocchi no Isekai Kôryaku,0,2024,2024,24,"Action, Adventure, Animation",6.2,399
tt32513253,tvSeries,Thousandaires,Thousandaires,0,2024,,,"Comedy, Talk-Show",7.5,82
tt32516260,tvMiniSeries,The Jury: Death on the Staircase,The Jury: Death on the Staircase,0,2024,,,Crime,7.7,54
tt32523419,tvMiniSeries,D-Day: The Unheard Tapes,D-Day: The Unheard Tapes,0,2024,2024,180,"Documentary, History, War",8.3,247
tt32524468,tvSeries,"I'm a Noble on the Brink of Ruin, So I Might as Well Try Mastering Magic","Botsuraku Yotei no Kizoku Dakedo, Hima Datta kara Mahô o Kiwametemita",0,2025,,,"Adventure, Animation, Fantasy",6.8,31
tt32524696,tvSeries,LOL: Last One Laughing Indonesia,LOL: Last One Laughing Indonesia,0,2024,2024,35,"Comedy, Game-Show, Reality-TV",7.8,76
tt32524882,tvSeries,The Do-Over Damsel Conquers the Dragon Emperor,Yarinaoshi Reijô wa Ryûtei Heika o Kôryaku-chû,0,2024,,24,"Action, Animation, Comedy",6.4,291
tt32526046,tvSeries,The Masked Man,The Masked Man,0,2015,2024,,"Action, Crime, Drama",8.8,5
tt32526678,tvSeries,Mecha-Ude: Mechanical Arms,Mecha-ude,0,2024,,,"Action, Animation, Sci-Fi",6.4,208
tt3252896,tvMiniSeries,Britain and the Sea,Britain and the Sea,0,2013,,59,Documentary,7.0,25
tt32529956,tvSeries,Deadly Waters with Captain Lee,Deadly Waters with Captain Lee,0,2024,,,"Crime, Documentary",6.8,96
tt3253618,tvSeries,I Wouldn't Go in There,I Wouldn't Go in There,0,2013,2013,,History,7.8,54
tt32536805,tvSeries,Wasted,Wasted,0,2024,,,"Animation, Comedy, Drama",5.5,19
tt32536952,tvMiniSeries,Like a Dragon: Yakuza,Ryû ga Gotoku ~Beyond the Game~,0,2024,,45,"Action, Crime, Drama",5.5,1710
tt32537124,tvSeries,Gunaah,Gunaah,0,2024,,,Drama,7.1,173
tt3253748,tvSeries,Brousko,Brousko,0,2013,2017,,"Drama, Romance",5.1,397
tt3253952,tvSeries,Tomtesterom,Tomtesterom,0,2008,,45,Action,8.1,247
